Year_Month,Line,Card_type,Trip
2016-11,T3 Bankstown Line,Sgl Trip Rail Adult,15247
2016-11,T3 Bankstown Line,Sgl Trip Rail Child/Youth,3591
2016-11,T4 Eastern Suburbs and Illawarra Line,Adult,4461496
2016-11,T4 Eastern Suburbs and Illawarra Line,Child/Youth,170691
2016-11,T4 Eastern Suburbs and Illawarra Line,Concession,244085
2016-11,T4 Eastern Suburbs and Illawarra Line,Employee,52140
2016-11,T4 Eastern Suburbs and Illawarra Line,Free Travel,6650
2016-11,T4 Eastern Suburbs and Illawarra Line,School Student,152614
2016-11,T4 Eastern Suburbs and Illawarra Line,Senior/Pensioner,508918
2016-11,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Adult,44367
2016-11,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Child/Youth,9007
2016-11,T5 Cumberland Line,Adult,362326
2016-11,T5 Cumberland Line,Child/Youth,13615
2016-11,T5 Cumberland Line,Concession,30756
2016-11,T5 Cumberland Line,Employee,3369
2016-11,T5 Cumberland Line,Free Travel,137
2016-11,T5 Cumberland Line,School Student,15602
2016-11,T5 Cumberland Line,Senior/Pensioner,54441
2016-11,T5 Cumberland Line,Sgl Trip Rail Adult,2196
2016-11,T5 Cumberland Line,Sgl Trip Rail Child/Youth,399
2016-11,T6 Carlingford Line,Adult,36327
2016-11,T6 Carlingford Line,Child/Youth,800
2016-11,T6 Carlingford Line,Concession,2210
2016-11,T6 Carlingford Line,Employee,276
2016-11,T6 Carlingford Line,Free Travel,20
2016-11,T6 Carlingford Line,School Student,903
2016-11,T6 Carlingford Line,Senior/Pensioner,3758
2016-11,T6 Carlingford Line,Sgl Trip Rail Adult,75
2016-11,T6 Carlingford Line,Sgl Trip Rail Child/Youth,3
2016-11,T7 Olympic Park Line,Adult,104223
2016-11,T7 Olympic Park Line,Child/Youth,11449
2016-11,T7 Olympic Park Line,Concession,5890
2016-11,T7 Olympic Park Line,Employee,431
2016-11,T7 Olympic Park Line,Free Travel,33
2016-11,T7 Olympic Park Line,School Student,2442
2016-11,T7 Olympic Park Line,Senior/Pensioner,8285
2016-11,T7 Olympic Park Line,Sgl Trip Rail Adult,1123
2016-11,T7 Olympic Park Line,Sgl Trip Rail Child/Youth,260
2016-12,Blue Mountains Line,Adult,541787
2016-12,Blue Mountains Line,Child/Youth,46411
2016-12,Blue Mountains Line,Concession,37017
2016-12,Blue Mountains Line,Employee,10700
2016-12,Blue Mountains Line,Free Travel,1039
2016-12,Blue Mountains Line,School Student,11641
2016-12,Blue Mountains Line,Senior/Pensioner,105972
2016-12,Blue Mountains Line,Sgl Trip Rail Adult,7381
2016-12,Blue Mountains Line,Sgl Trip Rail Child/Youth,2466
2016-12,Central Coast Newcastle Line,Adult,998680
2016-12,Central Coast Newcastle Line,Child/Youth,84261
2016-12,Central Coast Newcastle Line,Concession,70273
2016-12,Central Coast Newcastle Line,Employee,22145
2016-12,Central Coast Newcastle Line,Free Travel,2177
2016-12,Central Coast Newcastle Line,School Student,35090
2016-12,Central Coast Newcastle Line,Senior/Pensioner,219428
2016-12,Central Coast Newcastle Line,Sgl Trip Rail Adult,16206
2016-12,Central Coast Newcastle Line,Sgl Trip Rail Child/Youth,4665
2016-12,Hunter Line,Adult,33766
2016-12,Hunter Line,Child/Youth,5265
2016-12,Hunter Line,Concession,4515
2016-12,Hunter Line,Employee,635
2016-12,Hunter Line,Free Travel,96
2016-12,Hunter Line,School Student,1956
2016-12,Hunter Line,Senior/Pensioner,17001
2016-12,Hunter Line,Sgl Trip Rail Adult,774
2016-12,Hunter Line,Sgl Trip Rail Child/Youth,419
2016-12,South Coast Line,Adult,563097
2016-12,South Coast Line,Child/Youth,46759
2016-12,South Coast Line,Concession,40291
2016-12,South Coast Line,Employee,8104
2016-12,South Coast Line,Free Travel,875
2016-12,South Coast Line,School Student,11003
2016-12,South Coast Line,Senior/Pensioner,104044
2016-12,South Coast Line,Sgl Trip Rail Adult,7537
2016-12,South Coast Line,Sgl Trip Rail Child/Youth,2203
2016-12,Southern Highlands Line,Adult,45781
2016-12,Southern Highlands Line,Child/Youth,7944
2016-12,Southern Highlands Line,Concession,3365
2016-12,Southern Highlands Line,Employee,869
2016-12,Southern Highlands Line,Free Travel,161
2016-12,Southern Highlands Line,School Student,643
2016-12,Southern Highlands Line,Senior/Pensioner,17819
2016-12,Southern Highlands Line,Sgl Trip Rail Adult,633
2016-12,Southern Highlands Line,Sgl Trip Rail Child/Youth,268
2016-12,"T1 North Shore, Northern and Western Line",Adult,8036202
2016-12,"T1 North Shore, Northern and Western Line",Child/Youth,505401
2016-12,"T1 North Shore, Northern and Western Line",Concession,524749
2016-12,"T1 North Shore, Northern and Western Line",Employee,107270
2016-12,"T1 North Shore, Northern and Western Line",Free Travel,10920
2016-12,"T1 North Shore, Northern and Western Line",School Student,174567
2016-12,"T1 North Shore, Northern and Western Line",Senior/Pensioner,923518
2016-12,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Adult,94943
2016-12,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Child/Youth,29155
2016-12,"T2 Airport, Inner West and South Line",Adult,5124055
2016-12,"T2 Airport, Inner West and South Line",Child/Youth,286848
2016-12,"T2 Airport, Inner West and South Line",Concession,326413
2016-12,"T2 Airport, Inner West and South Line",Employee,68435
2016-12,"T2 Airport, Inner West and South Line",Free Travel,6388
2016-12,"T2 Airport, Inner West and South Line",School Student,72619
2016-12,"T2 Airport, Inner West and South Line",Senior/Pensioner,590856
2016-12,"T2 Airport, Inner West and South Line",Sgl Trip Rail Adult,160986
2016-12,"T2 Airport, Inner West and South Line",Sgl Trip Rail Child/Youth,25398
2016-12,T3 Bankstown Line,Adult,1588061
2016-12,T3 Bankstown Line,Child/Youth,103801
2016-12,T3 Bankstown Line,Concession,111584
2016-12,T3 Bankstown Line,Employee,15432
2016-12,T3 Bankstown Line,Free Travel,1396
2016-12,T3 Bankstown Line,School Student,26485
2016-12,T3 Bankstown Line,Senior/Pensioner,247124
2016-12,T3 Bankstown Line,Sgl Trip Rail Adult,19491
2016-12,T3 Bankstown Line,Sgl Trip Rail Child/Youth,5661
2016-12,T4 Eastern Suburbs and Illawarra Line,Adult,4147929
2016-12,T4 Eastern Suburbs and Illawarra Line,Child/Youth,238791
2016-12,T4 Eastern Suburbs and Illawarra Line,Concession,211227
2016-12,T4 Eastern Suburbs and Illawarra Line,Employee,48858
2016-12,T4 Eastern Suburbs and Illawarra Line,Free Travel,5877
2016-12,T4 Eastern Suburbs and Illawarra Line,School Student,62428
2016-12,T4 Eastern Suburbs and Illawarra Line,Senior/Pensioner,485480
2016-12,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Adult,51040
2016-12,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Child/Youth,14520
2016-12,T5 Cumberland Line,Adult,322395
2016-12,T5 Cumberland Line,Child/Youth,19870
2016-12,T5 Cumberland Line,Concession,23573
2016-12,T5 Cumberland Line,Employee,2790
2016-12,T5 Cumberland Line,Free Travel,108
2016-12,T5 Cumberland Line,School Student,6410
2016-12,T5 Cumberland Line,Senior/Pensioner,51193
2016-12,T5 Cumberland Line,Sgl Trip Rail Adult,2752
2016-12,T5 Cumberland Line,Sgl Trip Rail Child/Youth,770
2016-12,T6 Carlingford Line,Adult,30726
2016-12,T6 Carlingford Line,Child/Youth,1038
2016-12,T6 Carlingford Line,Concession,1508
2016-12,T6 Carlingford Line,Employee,179
2016-12,T6 Carlingford Line,Free Travel,19
2016-12,T6 Carlingford Line,School Student,371
2016-12,T6 Carlingford Line,Senior/Pensioner,3596
2016-12,T6 Carlingford Line,Sgl Trip Rail Adult,55
2016-12,T6 Carlingford Line,Sgl Trip Rail Child/Youth,5
2016-12,T7 Olympic Park Line,Adult,99922
2016-12,T7 Olympic Park Line,Child/Youth,7369
2016-12,T7 Olympic Park Line,Concession,7274
2016-12,T7 Olympic Park Line,Employee,430
2016-12,T7 Olympic Park Line,Free Travel,43
2016-12,T7 Olympic Park Line,School Student,981
2016-12,T7 Olympic Park Line,Senior/Pensioner,7777
2016-12,T7 Olympic Park Line,Sgl Trip Rail Adult,1124
2016-12,T7 Olympic Park Line,Sgl Trip Rail Child/Youth,236
2017-01,Blue Mountains Line,Adult,520123
2017-01,Blue Mountains Line,Child/Youth,54242
2017-01,Blue Mountains Line,Concession,33551
2017-01,Blue Mountains Line,Employee,9708
2017-01,Blue Mountains Line,Free Travel,897
2017-01,Blue Mountains Line,School Student,1948
2017-01,Blue Mountains Line,Senior/Pensioner,98251
2017-01,Blue Mountains Line,Sgl Trip Rail Adult,6082
2017-01,Blue Mountains Line,Sgl Trip Rail Child/Youth,2542
2017-01,Central Coast Newcastle Line,Adult,981946
2017-01,Central Coast Newcastle Line,Child/Youth,101939
2017-01,Central Coast Newcastle Line,Concession,64150
2017-01,Central Coast Newcastle Line,Employee,20804
2017-01,Central Coast Newcastle Line,Free Travel,2046
2017-01,Central Coast Newcastle Line,School Student,6408
2017-01,Central Coast Newcastle Line,Senior/Pensioner,205600
2017-01,Central Coast Newcastle Line,Sgl Trip Rail Adult,14376
2017-01,Central Coast Newcastle Line,Sgl Trip Rail Child/Youth,5494
2017-01,Hunter Line,Adult,34491
2017-01,Hunter Line,Child/Youth,6897
2017-01,Hunter Line,Concession,4492
2017-01,Hunter Line,Employee,609
2017-01,Hunter Line,Free Travel,87
2017-01,Hunter Line,School Student,360
2017-01,Hunter Line,Senior/Pensioner,16993
2017-01,Hunter Line,Sgl Trip Rail Adult,662
2017-01,Hunter Line,Sgl Trip Rail Child/Youth,532
2017-01,South Coast Line,Adult,527438
2017-01,South Coast Line,Child/Youth,53345
2017-01,South Coast Line,Concession,35863
2017-01,South Coast Line,Employee,7331
2017-01,South Coast Line,Free Travel,891
2017-01,South Coast Line,School Student,1757
2017-01,South Coast Line,Senior/Pensioner,97172
2017-01,South Coast Line,Sgl Trip Rail Adult,6240
2017-01,South Coast Line,Sgl Trip Rail Child/Youth,2310
2017-01,Southern Highlands Line,Adult,44971
2017-01,Southern Highlands Line,Child/Youth,9083
2017-01,Southern Highlands Line,Concession,2999
2017-01,Southern Highlands Line,Employee,849
2017-01,Southern Highlands Line,Free Travel,201
2017-01,Southern Highlands Line,School Student,110
2017-01,Southern Highlands Line,Senior/Pensioner,16653
2017-01,Southern Highlands Line,Sgl Trip Rail Adult,634
2017-01,Southern Highlands Line,Sgl Trip Rail Child/Youth,275
2017-01,"T1 North Shore, Northern and Western Line",Adult,7774754
2017-01,"T1 North Shore, Northern and Western Line",Child/Youth,552039
2017-01,"T1 North Shore, Northern and Western Line",Concession,488489
2017-01,"T1 North Shore, Northern and Western Line",Employee,97568
2017-01,"T1 North Shore, Northern and Western Line",Free Travel,9976
2017-01,"T1 North Shore, Northern and Western Line",School Student,30356
2017-01,"T1 North Shore, Northern and Western Line",Senior/Pensioner,852475
2017-01,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Adult,76493
2017-01,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Child/Youth,28172
2017-01,"T2 Airport, Inner West and South Line",Adult,4988179
2017-01,"T2 Airport, Inner West and South Line",Child/Youth,327064
2017-01,"T2 Airport, Inner West and South Line",Concession,308993
2017-01,"T2 Airport, Inner West and South Line",Employee,62458
2017-01,"T2 Airport, Inner West and South Line",Free Travel,6036
2017-01,"T2 Airport, Inner West and South Line",School Student,11476
2017-01,"T2 Airport, Inner West and South Line",Senior/Pensioner,559418
2017-01,"T2 Airport, Inner West and South Line",Sgl Trip Rail Adult,134011
2017-01,"T2 Airport, Inner West and South Line",Sgl Trip Rail Child/Youth,26144
2017-01,T3 Bankstown Line,Adult,1529871
2017-01,T3 Bankstown Line,Child/Youth,112245
2017-01,T3 Bankstown Line,Concession,104421
2017-01,T3 Bankstown Line,Employee,13597
2017-01,T3 Bankstown Line,Free Travel,1221
2017-01,T3 Bankstown Line,School Student,3824
2017-01,T3 Bankstown Line,Senior/Pensioner,235756
2017-01,T3 Bankstown Line,Sgl Trip Rail Adult,16062
2017-01,T3 Bankstown Line,Sgl Trip Rail Child/Youth,5580
2017-01,T4 Eastern Suburbs and Illawarra Line,Adult,3863971
2017-01,T4 Eastern Suburbs and Illawarra Line,Child/Youth,239712
2017-01,T4 Eastern Suburbs and Illawarra Line,Concession,184810
2017-01,T4 Eastern Suburbs and Illawarra Line,Employee,43330
2017-01,T4 Eastern Suburbs and Illawarra Line,Free Travel,5248
2017-01,T4 Eastern Suburbs and Illawarra Line,School Student,10495
2017-01,T4 Eastern Suburbs and Illawarra Line,Senior/Pensioner,426432
2017-01,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Adult,42179
2017-01,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Child/Youth,13180
2017-01,T5 Cumberland Line,Adult,306808
2017-01,T5 Cumberland Line,Child/Youth,21600
2017-01,T5 Cumberland Line,Concession,21631
2017-01,T5 Cumberland Line,Employee,2525
2017-01,T5 Cumberland Line,Free Travel,84
2017-01,T5 Cumberland Line,School Student,974
2017-01,T5 Cumberland Line,Senior/Pensioner,47426
2017-01,T5 Cumberland Line,Sgl Trip Rail Adult,2169
2017-01,T5 Cumberland Line,Sgl Trip Rail Child/Youth,719
2017-01,T6 Carlingford Line,Adult,28169
2017-01,T6 Carlingford Line,Child/Youth,1043
2017-01,T6 Carlingford Line,Concession,1267
2017-01,T6 Carlingford Line,Employee,210
2017-01,T6 Carlingford Line,Free Travel,21
2017-01,T6 Carlingford Line,School Student,49
2017-01,T6 Carlingford Line,Senior/Pensioner,2857
2017-01,T6 Carlingford Line,Sgl Trip Rail Adult,50
2017-01,T6 Carlingford Line,Sgl Trip Rail Child/Youth,7
2017-01,T7 Olympic Park Line,Adult,88806
2017-01,T7 Olympic Park Line,Child/Youth,6091
2017-01,T7 Olympic Park Line,Concession,4661
2017-01,T7 Olympic Park Line,Employee,360
2017-01,T7 Olympic Park Line,Free Travel,37
2017-01,T7 Olympic Park Line,School Student,134
2017-01,T7 Olympic Park Line,Senior/Pensioner,7190
2017-01,T7 Olympic Park Line,Sgl Trip Rail Adult,894
2017-01,T7 Olympic Park Line,Sgl Trip Rail Child/Youth,253
2017-02,Blue Mountains Line,Adult,541509
2017-02,Blue Mountains Line,Child/Youth,28641
2017-02,Blue Mountains Line,Concession,42213
2017-02,Blue Mountains Line,Employee,10926
2017-02,Blue Mountains Line,Free Travel,1000
2017-02,Blue Mountains Line,School Student,30315
2017-02,Blue Mountains Line,Senior/Pensioner,99233
2017-02,Blue Mountains Line,Sgl Trip Rail Adult,5072
2017-02,Blue Mountains Line,Sgl Trip Rail Child/Youth,1229
2017-02,Central Coast Newcastle Line,Adult,1045870
2017-02,Central Coast Newcastle Line,Child/Youth,63519
2017-02,Central Coast Newcastle Line,Concession,79162
2017-02,Central Coast Newcastle Line,Employee,22450
2017-02,Central Coast Newcastle Line,Free Travel,2407
2017-02,Central Coast Newcastle Line,School Student,84413
2017-02,Central Coast Newcastle Line,Senior/Pensioner,210605
2017-02,Central Coast Newcastle Line,Sgl Trip Rail Adult,11801
2017-02,Central Coast Newcastle Line,Sgl Trip Rail Child/Youth,2265
2017-02,Hunter Line,Adult,37943
2017-02,Hunter Line,Child/Youth,4346
2017-02,Hunter Line,Concession,6560
2017-02,Hunter Line,Employee,663
2017-02,Hunter Line,Free Travel,86
2017-02,Hunter Line,School Student,3898
2017-02,Hunter Line,Senior/Pensioner,17326
2017-02,Hunter Line,Sgl Trip Rail Adult,631
2017-02,Hunter Line,Sgl Trip Rail Child/Youth,281
2017-02,South Coast Line,Adult,559752
2017-02,South Coast Line,Child/Youth,30987
2017-02,South Coast Line,Concession,44899
2017-02,South Coast Line,Employee,8260
2017-02,South Coast Line,Free Travel,893
2017-02,South Coast Line,School Student,29832
2017-02,South Coast Line,Senior/Pensioner,101542
2017-02,South Coast Line,Sgl Trip Rail Adult,5708
2017-02,South Coast Line,Sgl Trip Rail Child/Youth,946
2017-02,Southern Highlands Line,Adult,46047
2017-02,Southern Highlands Line,Child/Youth,5357
2017-02,Southern Highlands Line,Concession,4307
2017-02,Southern Highlands Line,Employee,877
2017-02,Southern Highlands Line,Free Travel,199
2017-02,Southern Highlands Line,School Student,1778
2017-02,Southern Highlands Line,Senior/Pensioner,17165
2017-02,Southern Highlands Line,Sgl Trip Rail Adult,482
2017-02,Southern Highlands Line,Sgl Trip Rail Child/Youth,93
2017-02,"T1 North Shore, Northern and Western Line",Adult,8446672
2017-02,"T1 North Shore, Northern and Western Line",Child/Youth,394228
2017-02,"T1 North Shore, Northern and Western Line",Concession,607040
2017-02,"T1 North Shore, Northern and Western Line",Employee,110490
2017-02,"T1 North Shore, Northern and Western Line",Free Travel,11494
2017-02,"T1 North Shore, Northern and Western Line",School Student,464128
2017-02,"T1 North Shore, Northern and Western Line",Senior/Pensioner,892348
2017-02,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Adult,72444
2017-02,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Child/Youth,15911
2017-02,"T2 Airport, Inner West and South Line",Adult,5164752
2017-02,"T2 Airport, Inner West and South Line",Child/Youth,198930
2017-02,"T2 Airport, Inner West and South Line",Concession,369619
2017-02,"T2 Airport, Inner West and South Line",Employee,68436
2017-02,"T2 Airport, Inner West and South Line",Free Travel,6569
2017-02,"T2 Airport, Inner West and South Line",School Student,180228
2017-02,"T2 Airport, Inner West and South Line",Senior/Pensioner,550473
2017-02,"T2 Airport, Inner West and South Line",Sgl Trip Rail Adult,136952
2017-02,"T2 Airport, Inner West and South Line",Sgl Trip Rail Child/Youth,13796
2017-02,T3 Bankstown Line,Adult,1557785
2017-02,T3 Bankstown Line,Child/Youth,75895
2017-02,T3 Bankstown Line,Concession,121362
2017-02,T3 Bankstown Line,Employee,14636
2017-02,T3 Bankstown Line,Free Travel,1360
2017-02,T3 Bankstown Line,School Student,60165
2017-02,T3 Bankstown Line,Senior/Pensioner,228102
2017-02,T3 Bankstown Line,Sgl Trip Rail Adult,14125
2017-02,T3 Bankstown Line,Sgl Trip Rail Child/Youth,3184
2017-02,T4 Eastern Suburbs and Illawarra Line,Adult,4090553
2017-02,T4 Eastern Suburbs and Illawarra Line,Child/Youth,157792
2017-02,T4 Eastern Suburbs and Illawarra Line,Concession,216161
2017-02,T4 Eastern Suburbs and Illawarra Line,Employee,46874
