Year_Month,Line,Card_type,Trip
2021-04,T2 Leppington Line,CTP,345530
2021-04,T2 Leppington Line,Child/Youth,79285
2021-04,T2 Leppington Line,Concession,118655
2021-04,T2 Leppington Line,Day Pass without SAF,49
2021-04,T2 Leppington Line,Employee,18694
2021-04,T2 Leppington Line,Free Travel,1850
2021-04,T2 Leppington Line,School Student,41361
2021-04,T2 Leppington Line,Senior/Pensioner,222224
2021-04,T2 Leppington Line,Sgl Trip Rail Adult,6097
2021-04,T2 Leppington Line,Sgl Trip Rail Child/Youth,5042
2021-04,T3 Bankstown Line,Adult,850934
2021-04,T3 Bankstown Line,CTP,327606
2021-04,T3 Bankstown Line,Child/Youth,69881
2021-04,T3 Bankstown Line,Concession,103522
2021-04,T3 Bankstown Line,Day Pass without SAF,16
2021-04,T3 Bankstown Line,Employee,13820
2021-04,T3 Bankstown Line,Free Travel,1136
2021-04,T3 Bankstown Line,School Student,29620
2021-04,T3 Bankstown Line,Senior/Pensioner,212183
2021-04,T3 Bankstown Line,Sgl Trip Rail Adult,4777
2021-04,T3 Bankstown Line,Sgl Trip Rail Child/Youth,4018
2021-04,T4 Eastern Suburbs and Illawarra Line,Adult,1856641
2021-04,T4 Eastern Suburbs and Illawarra Line,CTP,882416
2021-04,T4 Eastern Suburbs and Illawarra Line,Child/Youth,144957
2021-04,T4 Eastern Suburbs and Illawarra Line,Concession,171811
2021-04,T4 Eastern Suburbs and Illawarra Line,Day Pass without SAF,68
2021-04,T4 Eastern Suburbs and Illawarra Line,Employee,40492
2021-04,T4 Eastern Suburbs and Illawarra Line,Free Travel,4770
2021-04,T4 Eastern Suburbs and Illawarra Line,School Student,79291
2021-04,T4 Eastern Suburbs and Illawarra Line,Senior/Pensioner,372121
2021-04,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Adult,9905
2021-04,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Child/Youth,8608
2021-04,T5 Cumberland Line,Adult,279616
2021-04,T5 Cumberland Line,CTP,85525
2021-04,T5 Cumberland Line,Child/Youth,21205
2021-04,T5 Cumberland Line,Concession,33213
2021-04,T5 Cumberland Line,Day Pass without SAF,2
2021-04,T5 Cumberland Line,Employee,3384
2021-04,T5 Cumberland Line,Free Travel,100
2021-04,T5 Cumberland Line,School Student,13064
2021-04,T5 Cumberland Line,Senior/Pensioner,59570
2021-04,T5 Cumberland Line,Sgl Trip Rail Adult,910
2021-04,T5 Cumberland Line,Sgl Trip Rail Child/Youth,884
2021-04,T6 replacement buses,Adult,7824
2021-04,T6 replacement buses,CTP,192
2021-04,T6 replacement buses,Child/Youth,858
2021-04,T6 replacement buses,Concession,694
2021-04,T6 replacement buses,Employee,47
2021-04,T6 replacement buses,Free Travel,21
2021-04,T6 replacement buses,School Student,430
2021-04,T6 replacement buses,Senior/Pensioner,2553
2021-04,T7 Olympic Park Line,Adult,65358
2021-04,T7 Olympic Park Line,CTP,29246
2021-04,T7 Olympic Park Line,Child/Youth,13987
2021-04,T7 Olympic Park Line,Concession,6312
2021-04,T7 Olympic Park Line,Employee,786
2021-04,T7 Olympic Park Line,Free Travel,32
2021-04,T7 Olympic Park Line,School Student,1453
2021-04,T7 Olympic Park Line,Senior/Pensioner,11704
2021-04,T7 Olympic Park Line,Sgl Trip Rail Adult,738
2021-04,T7 Olympic Park Line,Sgl Trip Rail Child/Youth,852
2021-04,T8 Airport and South Line,Adult,1195959
2021-04,T8 Airport and South Line,CTP,533558
2021-04,T8 Airport and South Line,Child/Youth,88487
2021-04,T8 Airport and South Line,Concession,123187
2021-04,T8 Airport and South Line,Day Pass Child/Youth w/o SAF,6
2021-04,T8 Airport and South Line,Day Pass without SAF,21
2021-04,T8 Airport and South Line,Employee,34887
2021-04,T8 Airport and South Line,Free Travel,2776
2021-04,T8 Airport and South Line,School Student,42324
2021-04,T8 Airport and South Line,Senior/Pensioner,189259
2021-04,T8 Airport and South Line,Sgl Trip Rail Adult,27627
2021-04,T8 Airport and South Line,Sgl Trip Rail Child/Youth,10163
2021-04,T9 Northern Line,Adult,790858
2021-04,T9 Northern Line,CTP,281369
2021-04,T9 Northern Line,Child/Youth,69975
2021-04,T9 Northern Line,Concession,106726
2021-04,T9 Northern Line,Day Pass without SAF,6
2021-04,T9 Northern Line,Employee,11677
2021-04,T9 Northern Line,Free Travel,977
2021-04,T9 Northern Line,School Student,40886
2021-04,T9 Northern Line,Senior/Pensioner,149381
2021-04,T9 Northern Line,Sgl Trip Rail Adult,2172
2021-04,T9 Northern Line,Sgl Trip Rail Child/Youth,1897
2021-05,Blue Mountains Line,Adult,243592
2021-05,Blue Mountains Line,CTP,81114
2021-05,Blue Mountains Line,Child/Youth,13738
2021-05,Blue Mountains Line,Concession,28821
2021-05,Blue Mountains Line,Day Pass without SAF,60
2021-05,Blue Mountains Line,Employee,8464
2021-05,Blue Mountains Line,Free Travel,489
2021-05,Blue Mountains Line,School Student,28826
2021-05,Blue Mountains Line,Senior/Pensioner,74943
2021-05,Blue Mountains Line,Sgl Trip Rail Adult,1299
2021-05,Blue Mountains Line,Sgl Trip Rail Child/Youth,854
2021-05,Central Coast Newcastle Line,Adult,478407
2021-05,Central Coast Newcastle Line,CTP,180748
2021-05,Central Coast Newcastle Line,Child/Youth,34661
2021-05,Central Coast Newcastle Line,Concession,68375
2021-05,Central Coast Newcastle Line,Day Pass without SAF,60
2021-05,Central Coast Newcastle Line,Employee,16998
2021-05,Central Coast Newcastle Line,Free Travel,1867
2021-05,Central Coast Newcastle Line,School Student,77112
2021-05,Central Coast Newcastle Line,Senior/Pensioner,149763
2021-05,Central Coast Newcastle Line,Sgl Trip Rail Adult,3833
2021-05,Central Coast Newcastle Line,Sgl Trip Rail Child/Youth,1644
2021-05,Hunter Line,Adult,22552
2021-05,Hunter Line,CTP,13551
2021-05,Hunter Line,Child/Youth,2924
2021-05,Hunter Line,Concession,7781
2021-05,Hunter Line,Day Pass without SAF,42
2021-05,Hunter Line,Employee,491
2021-05,Hunter Line,Free Travel,275
2021-05,Hunter Line,School Student,4576
2021-05,Hunter Line,Senior/Pensioner,12396
2021-05,Hunter Line,Sgl Trip Rail Adult,166
2021-05,Hunter Line,Sgl Trip Rail Child/Youth,117
2021-05,South Coast Line,Adult,248470
2021-05,South Coast Line,CTP,118966
2021-05,South Coast Line,Child/Youth,16400
2021-05,South Coast Line,Concession,30474
2021-05,South Coast Line,Day Pass without SAF,33
2021-05,South Coast Line,Employee,4964
2021-05,South Coast Line,Free Travel,531
2021-05,South Coast Line,School Student,27699
2021-05,South Coast Line,Senior/Pensioner,72838
2021-05,South Coast Line,Sgl Trip Rail Adult,1237
2021-05,South Coast Line,Sgl Trip Rail Child/Youth,505
2021-05,Southern Highlands Line,Adult,24143
2021-05,Southern Highlands Line,CTP,8510
2021-05,Southern Highlands Line,Child/Youth,2613
2021-05,Southern Highlands Line,Concession,2743
2021-05,Southern Highlands Line,Day Pass without SAF,3
2021-05,Southern Highlands Line,Employee,623
2021-05,Southern Highlands Line,Free Travel,105
2021-05,Southern Highlands Line,School Student,2169
2021-05,Southern Highlands Line,Senior/Pensioner,11532
2021-05,Southern Highlands Line,Sgl Trip Rail Adult,113
2021-05,Southern Highlands Line,Sgl Trip Rail Child/Youth,49
2021-05,T1 North Shore Line,Adult,1682139
2021-05,T1 North Shore Line,CTP,726557
2021-05,T1 North Shore Line,Child/Youth,91420
2021-05,T1 North Shore Line,Concession,201255
2021-05,T1 North Shore Line,Day Pass Child/Youth w/o SAF,3
2021-05,T1 North Shore Line,Day Pass without SAF,7
2021-05,T1 North Shore Line,Employee,29152
2021-05,T1 North Shore Line,Free Travel,4193
2021-05,T1 North Shore Line,School Student,209948
2021-05,T1 North Shore Line,Senior/Pensioner,262423
2021-05,T1 North Shore Line,Sgl Trip Rail Adult,7349
2021-05,T1 North Shore Line,Sgl Trip Rail Child/Youth,4010
2021-05,T1 Western Line,Adult,1588603
2021-05,T1 Western Line,CTP,512934
2021-05,T1 Western Line,Child/Youth,71266
2021-05,T1 Western Line,Concession,181485
2021-05,T1 Western Line,Day Pass Child/Youth w/o SAF,2
2021-05,T1 Western Line,Day Pass without SAF,298
2021-05,T1 Western Line,Employee,44593
2021-05,T1 Western Line,Free Travel,3268
2021-05,T1 Western Line,School Student,168799
2021-05,T1 Western Line,Senior/Pensioner,294493
2021-05,T1 Western Line,Sgl Trip Rail Adult,7664
2021-05,T1 Western Line,Sgl Trip Rail Child/Youth,5336
2021-05,T2 Inner West Line,Adult,690610
2021-05,T2 Inner West Line,CTP,299784
2021-05,T2 Inner West Line,Child/Youth,29734
2021-05,T2 Inner West Line,Concession,73363
2021-05,T2 Inner West Line,Day Pass without SAF,15
2021-05,T2 Inner West Line,Employee,12515
2021-05,T2 Inner West Line,Free Travel,922
2021-05,T2 Inner West Line,School Student,52137
2021-05,T2 Inner West Line,Senior/Pensioner,113624
2021-05,T2 Inner West Line,Sgl Trip Rail Adult,2366
2021-05,T2 Inner West Line,Sgl Trip Rail Child/Youth,1282
2021-05,T2 Leppington Line,Adult,910282
2021-05,T2 Leppington Line,CTP,326714
2021-05,T2 Leppington Line,Child/Youth,42758
2021-05,T2 Leppington Line,Concession,111662
2021-05,T2 Leppington Line,Day Pass without SAF,32
2021-05,T2 Leppington Line,Employee,17010
2021-05,T2 Leppington Line,Free Travel,1371
2021-05,T2 Leppington Line,School Student,76360
2021-05,T2 Leppington Line,Senior/Pensioner,204143
2021-05,T2 Leppington Line,Sgl Trip Rail Adult,3980
2021-05,T2 Leppington Line,Sgl Trip Rail Child/Youth,2361
2021-05,T3 Bankstown Line,Adult,846030
2021-05,T3 Bankstown Line,CTP,329708
2021-05,T3 Bankstown Line,Child/Youth,42377
2021-05,T3 Bankstown Line,Concession,100372
2021-05,T3 Bankstown Line,Day Pass without SAF,20
2021-05,T3 Bankstown Line,Employee,13627
2021-05,T3 Bankstown Line,Free Travel,1135
2021-05,T3 Bankstown Line,School Student,59111
2021-05,T3 Bankstown Line,Senior/Pensioner,205425
2021-05,T3 Bankstown Line,Sgl Trip Rail Adult,3625
2021-05,T3 Bankstown Line,Sgl Trip Rail Child/Youth,2256
2021-05,T4 Eastern Suburbs and Illawarra Line,Adult,1937118
2021-05,T4 Eastern Suburbs and Illawarra Line,CTP,949963
2021-05,T4 Eastern Suburbs and Illawarra Line,Child/Youth,91293
2021-05,T4 Eastern Suburbs and Illawarra Line,Concession,181152
2021-05,T4 Eastern Suburbs and Illawarra Line,Day Pass Child/Youth w/o SAF,29
2021-05,T4 Eastern Suburbs and Illawarra Line,Day Pass without SAF,63
2021-05,T4 Eastern Suburbs and Illawarra Line,Employee,42615
2021-05,T4 Eastern Suburbs and Illawarra Line,Free Travel,5062
2021-05,T4 Eastern Suburbs and Illawarra Line,School Student,160452
2021-05,T4 Eastern Suburbs and Illawarra Line,Senior/Pensioner,380486
2021-05,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Adult,8909
2021-05,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Child/Youth,6066
2021-05,T5 Cumberland Line,Adult,305354
2021-05,T5 Cumberland Line,CTP,92185
2021-05,T5 Cumberland Line,Child/Youth,12075
2021-05,T5 Cumberland Line,Concession,36245
2021-05,T5 Cumberland Line,Day Pass without SAF,1
2021-05,T5 Cumberland Line,Employee,3781
2021-05,T5 Cumberland Line,Free Travel,89
2021-05,T5 Cumberland Line,School Student,28395
2021-05,T5 Cumberland Line,Senior/Pensioner,63406
2021-05,T5 Cumberland Line,Sgl Trip Rail Adult,693
2021-05,T5 Cumberland Line,Sgl Trip Rail Child/Youth,436
2021-05,T6 replacement buses,Adult,8229
2021-05,T6 replacement buses,CTP,25
2021-05,T6 replacement buses,Child/Youth,506
2021-05,T6 replacement buses,Concession,732
2021-05,T6 replacement buses,Day Pass without SAF,1
2021-05,T6 replacement buses,Employee,57
2021-05,T6 replacement buses,Free Travel,29
2021-05,T6 replacement buses,School Student,911
2021-05,T6 replacement buses,Senior/Pensioner,2680
2021-05,T7 Olympic Park Line,Adult,48087
2021-05,T7 Olympic Park Line,CTP,17598
2021-05,T7 Olympic Park Line,Child/Youth,3135
2021-05,T7 Olympic Park Line,Concession,4302
2021-05,T7 Olympic Park Line,Day Pass without SAF,1
2021-05,T7 Olympic Park Line,Employee,845
2021-05,T7 Olympic Park Line,Free Travel,33
2021-05,T7 Olympic Park Line,School Student,3102
2021-05,T7 Olympic Park Line,Senior/Pensioner,7052
2021-05,T7 Olympic Park Line,Sgl Trip Rail Adult,161
2021-05,T7 Olympic Park Line,Sgl Trip Rail Child/Youth,103
2021-05,T8 Airport and South Line,Adult,1203356
2021-05,T8 Airport and South Line,CTP,535045
2021-05,T8 Airport and South Line,Child/Youth,48208
2021-05,T8 Airport and South Line,Concession,125765
2021-05,T8 Airport and South Line,Day Pass Child/Youth w/o SAF,2
2021-05,T8 Airport and South Line,Day Pass without SAF,47
2021-05,T8 Airport and South Line,Employee,35779
2021-05,T8 Airport and South Line,Free Travel,2715
2021-05,T8 Airport and South Line,School Student,85855
2021-05,T8 Airport and South Line,Senior/Pensioner,185739
2021-05,T8 Airport and South Line,Sgl Trip Rail Adult,23649
2021-05,T8 Airport and South Line,Sgl Trip Rail Child/Youth,5452
2021-05,T9 Northern Line,Adult,846242
2021-05,T9 Northern Line,CTP,308977
2021-05,T9 Northern Line,Child/Youth,48177
2021-05,T9 Northern Line,Concession,114341
2021-05,T9 Northern Line,Day Pass without SAF,7
2021-05,T9 Northern Line,Employee,12218
2021-05,T9 Northern Line,Free Travel,905
2021-05,T9 Northern Line,School Student,85542
2021-05,T9 Northern Line,Senior/Pensioner,155281
2021-05,T9 Northern Line,Sgl Trip Rail Adult,1663
2021-05,T9 Northern Line,Sgl Trip Rail Child/Youth,1020
2021-06,Blue Mountains Line,Adult,218192
2021-06,Blue Mountains Line,CTP,74547
2021-06,Blue Mountains Line,Child/Youth,14115
2021-06,Blue Mountains Line,Concession,20729
2021-06,Blue Mountains Line,Day Pass Child/Youth w/o SAF,1
2021-06,Blue Mountains Line,Day Pass without SAF,79
2021-06,Blue Mountains Line,Employee,6457
2021-06,Blue Mountains Line,Free Travel,375
2021-06,Blue Mountains Line,School Student,23748
2021-06,Blue Mountains Line,Senior/Pensioner,65347
2021-06,Blue Mountains Line,Sgl Trip Rail Adult,919
2021-06,Blue Mountains Line,Sgl Trip Rail Child/Youth,772
2021-06,Central Coast Newcastle Line,Adult,364493
2021-06,Central Coast Newcastle Line,CTP,133149
2021-06,Central Coast Newcastle Line,Child/Youth,23643
2021-06,Central Coast Newcastle Line,Concession,40290
2021-06,Central Coast Newcastle Line,Day Pass without SAF,70
2021-06,Central Coast Newcastle Line,Employee,10999
2021-06,Central Coast Newcastle Line,Free Travel,1265
2021-06,Central Coast Newcastle Line,School Student,59003
2021-06,Central Coast Newcastle Line,Senior/Pensioner,110075
2021-06,Central Coast Newcastle Line,Sgl Trip Rail Adult,2543
2021-06,Central Coast Newcastle Line,Sgl Trip Rail Child/Youth,1096
2021-06,Hunter Line,Adult,18955
2021-06,Hunter Line,CTP,10432
2021-06,Hunter Line,Child/Youth,2570
2021-06,Hunter Line,Concession,3289
2021-06,Hunter Line,Day Pass without SAF,32
2021-06,Hunter Line,Employee,362
2021-06,Hunter Line,Free Travel,263
2021-06,Hunter Line,School Student,3684
2021-06,Hunter Line,Senior/Pensioner,10617
2021-06,Hunter Line,Sgl Trip Rail Adult,139
2021-06,Hunter Line,Sgl Trip Rail Child/Youth,73
2021-06,South Coast Line,Adult,194903
2021-06,South Coast Line,CTP,93936
2021-06,South Coast Line,Child/Youth,13390
2021-06,South Coast Line,Concession,20109
2021-06,South Coast Line,Day Pass without SAF,35
2021-06,South Coast Line,Employee,3356
2021-06,South Coast Line,Free Travel,337
2021-06,South Coast Line,School Student,21316
2021-06,South Coast Line,Senior/Pensioner,56068
2021-06,South Coast Line,Sgl Trip Rail Adult,906
2021-06,South Coast Line,Sgl Trip Rail Child/Youth,455
2021-06,Southern Highlands Line,Adult,21111
2021-06,Southern Highlands Line,CTP,7879
2021-06,Southern Highlands Line,Child/Youth,2419
2021-06,Southern Highlands Line,Concession,2008
2021-06,Southern Highlands Line,Day Pass without SAF,5
2021-06,Southern Highlands Line,Employee,413
2021-06,Southern Highlands Line,Free Travel,77
2021-06,Southern Highlands Line,School Student,1734
2021-06,Southern Highlands Line,Senior/Pensioner,9679
2021-06,Southern Highlands Line,Sgl Trip Rail Adult,81
2021-06,Southern Highlands Line,Sgl Trip Rail Child/Youth,38
2021-06,T1 North Shore Line,Adult,1330645
2021-06,T1 North Shore Line,CTP,568295
2021-06,T1 North Shore Line,Child/Youth,65984
2021-06,T1 North Shore Line,Concession,132080
2021-06,T1 North Shore Line,Day Pass without SAF,17
2021-06,T1 North Shore Line,Employee,20277
2021-06,T1 North Shore Line,Free Travel,3121
2021-06,T1 North Shore Line,School Student,155671
2021-06,T1 North Shore Line,Senior/Pensioner,208102
2021-06,T1 North Shore Line,Sgl Trip Rail Adult,4769
2021-06,T1 North Shore Line,Sgl Trip Rail Child/Youth,2939
2021-06,T1 Western Line,Adult,1340677
2021-06,T1 Western Line,CTP,438942
2021-06,T1 Western Line,Child/Youth,58277
2021-06,T1 Western Line,Concession,129627
2021-06,T1 Western Line,Day Pass Child/Youth w/o SAF,6
2021-06,T1 Western Line,Day Pass without SAF,247
2021-06,T1 Western Line,Employee,31835
2021-06,T1 Western Line,Free Travel,2585
2021-06,T1 Western Line,School Student,134486
2021-06,T1 Western Line,Senior/Pensioner,250285
2021-06,T1 Western Line,Sgl Trip Rail Adult,6162
2021-06,T1 Western Line,Sgl Trip Rail Child/Youth,4716
2021-06,T2 Inner West Line,Adult,629606
2021-06,T2 Inner West Line,CTP,273924
2021-06,T2 Inner West Line,Child/Youth,25379
2021-06,T2 Inner West Line,Concession,58361
2021-06,T2 Inner West Line,Day Pass without SAF,6
2021-06,T2 Inner West Line,Employee,9164
2021-06,T2 Inner West Line,Free Travel,707
2021-06,T2 Inner West Line,School Student,43526
2021-06,T2 Inner West Line,Senior/Pensioner,103588
2021-06,T2 Inner West Line,Sgl Trip Rail Adult,1751
2021-06,T2 Inner West Line,Sgl Trip Rail Child/Youth,1049
2021-06,T2 Leppington Line,Adult,864793
2021-06,T2 Leppington Line,CTP,312628
2021-06,T2 Leppington Line,Child/Youth,39686
2021-06,T2 Leppington Line,Concession,93046
2021-06,T2 Leppington Line,Day Pass Child/Youth w/o SAF,1
2021-06,T2 Leppington Line,Day Pass without SAF,52
2021-06,T2 Leppington Line,Employee,14298
2021-06,T2 Leppington Line,Free Travel,1693
2021-06,T2 Leppington Line,School Student,68300
2021-06,T2 Leppington Line,Senior/Pensioner,194516
2021-06,T2 Leppington Line,Sgl Trip Rail Adult,3651
2021-06,T2 Leppington Line,Sgl Trip Rail Child/Youth,2451
2021-06,T3 Bankstown Line,Adult,706701
2021-06,T3 Bankstown Line,CTP,270060
2021-06,T3 Bankstown Line,Child/Youth,32557
2021-06,T3 Bankstown Line,Concession,73846
2021-06,T3 Bankstown Line,Day Pass without SAF,17
2021-06,T3 Bankstown Line,Employee,9620
2021-06,T3 Bankstown Line,Free Travel,854
2021-06,T3 Bankstown Line,School Student,47414
2021-06,T3 Bankstown Line,Senior/Pensioner,172298
2021-06,T3 Bankstown Line,Sgl Trip Rail Adult,2599
2021-06,T3 Bankstown Line,Sgl Trip Rail Child/Youth,1774
2021-06,T4 Eastern Suburbs and Illawarra Line,Adult,1596551
2021-06,T4 Eastern Suburbs and Illawarra Line,CTP,783027
